,course_title,Channel Title,Subscriber Count,Views,Likes,Comment Count,Language,Duration (Seconds),Theme,clean_course_title
3818,How to speak with impact | Peter Hopwood | TEDxUniversityofZagreb,TEDx Talks,39800000,60134,573,16,en,1502,Public Speaking and Storytelling for Impact,speak impact  Peter Hopwood  TEDxUniversityofZagreb
3819,"2016 World Champion of Public Speaking, Darren Tay Wen Jie",Toastmasters International,283000,2321241,24856,681,Unknown,196,Public Speaking and Storytelling for Impact,2016 World Champion Public Speaking Darren Tay Wen Jie
3820,Stop Beginning Your Speeches with Good Morning and Thank You and Start with This Instead,Deborah Grayson Riegel,111000,3253039,53403,1023,en,163,Public Speaking and Storytelling for Impact,Stop Beginning Speeches Good Morning Thank Start Instead
3821,6 Hand Gestures For Effective Public Speaking & Presentation  ✊👆👌🤘  | Communication Skills Training,Skillopedia - Skills for the real world,879000,959915,13888,304,en,522,Public Speaking and Storytelling for Impact,6 Hand Gestures Effective Public Speaking  Presentation   Communication Skills Training
3822,5 Storytelling Tips: How to Tell Great Stories When Speaking To An Audience,Riaz Meghji,23800,56991,1432,93,en,396,Public Speaking and Storytelling for Impact,5 Storytelling Tips Tell Great Stories Speaking Audience
3823,Understand These Storytelling Aspects To Boost Your Public Speaking Skills | Eric Edmeades,Mindvalley Talks,1520000,29254,758,12,en,2167,Public Speaking and Storytelling for Impact,Understand Storytelling Aspects Boost Public Speaking Skills  Eric Edmeades
3824,How to speak so that people want to listen | Julian Treasure | TED,TED,23800000,39336778,802530,10284,Unknown,599,Public Speaking and Storytelling for Impact,speak people want listen  Julian Treasure  TED
3825,How to introduce yourself | Kevin Bahler | TEDxLehighRiver,TEDx Talks,39800000,3306968,40063,1265,en,632,Public Speaking and Storytelling for Impact,introduce  Kevin Bahler  TEDxLehighRiver
3826,2 simple hand gestures to start using,Vinh Giang,1370000,298824,23387,59,Unknown,31,Public Speaking and Storytelling for Impact,2 simple hand gestures start
3827,How To Master The Art of Storytelling,Valuetainment,5150000,566366,22173,459,en,869,Public Speaking and Storytelling for Impact,Master Art Storytelling
3828,The surprising secret to speaking with confidence | Caroline Goyder | TEDxBrixton,TEDx Talks,39800000,10304843,129920,0,en,1136,Public Speaking and Storytelling for Impact,surprising secret speaking confidence  Caroline Goyder  TEDxBrixton
3829,The Importance of Stories | Simon Sinek,Simon Sinek,1880000,148995,3950,54,en,272,Public Speaking and Storytelling for Impact,Importance Stories  Simon Sinek
3831,How to Start your Presentation: 4 Step Formula for a Killer Intro,Lighthouse Communications,45400,3060279,51832,1628,en,258,Public Speaking and Storytelling for Impact,Start Presentation 4 Step Formula Killer Intro
3832,How to Implement Good STORYTELLING Into Public SPEAKING! | #MovementMakers,Evan Carmichael,3730000,2120,81,14,en,3251,Public Speaking and Storytelling for Impact,Implement Good STORYTELLING Public SPEAKING  MovementMakers
3833,Public Speaking Tips Using the Hollywood Formula for Telling Stories,Communication Coach Alexander Lyon,557000,14470,512,75,en,1113,Public Speaking and Storytelling for Impact,Public Speaking Tips Hollywood Formula Telling Stories
3834,The Art of Influence: A Conversation Between Two Masters of Public Speaking,Simerjeet Singh,1620000,9256,336,44,en,2895,Public Speaking and Storytelling for Impact,Art Influence Conversation Masters Public Speaking
3835,Why storytelling is more trustworthy than presenting data | Karen Eber | TEDxPurdueU,TEDx Talks,39800000,122178,1777,62,en,836,Public Speaking and Storytelling for Impact,storytelling trustworthy presenting data  Karen Eber  TEDxPurdueU
3836,Communication Hack for Connection & Influence | #shorts,Shadé Zahrai,1120000,2127079,107621,698,en,30,Public Speaking and Storytelling for Impact,Communication Hack Connection  Influence  shorts
3837,How to breathe life into your stories and speeches #publicspeaking #speakingtips,Craig Valentine,7370,2160,0,2,en,34,Public Speaking and Storytelling for Impact,breathe life stories speeches publicspeaking speakingtips
3838,The Art of Storytelling: How to Move Your Audience and Leave Them Hungry for More,Mindvalley Talks,1520000,130555,3269,82,Unknown,2998,Public Speaking and Storytelling for Impact,Art Storytelling Audience Leave Hungry
3839,Craig Valentine's Public Speaking Secrets: How to Make Your Speech Emotional,Craig Valentine,7370,9963,174,11,en,329,Public Speaking and Storytelling for Impact,Craig Valentines Public Speaking Secrets Speech Emotional
3840,The 3 Magic Ingredients of Amazing Presentations | Phil WAKNELL | TEDxSaclay,TEDx Talks,39800000,939997,18124,253,en,875,Public Speaking and Storytelling for Impact,3 Magic Ingredients Amazing Presentations  Phil WAKNELL  TEDxSaclay
3841,"2nd Place Winner, 2018 National Public Speaking Competition | Tvisha Bandhu, Tanjong Katong Girls'",Public Speaking Academy Pte Ltd,42800,1429490,31493,0,Unknown,277,Public Speaking and Storytelling for Impact,2nd Place Winner 2018 National Public Speaking Competition  Tvisha Bandhu Tanjong Katong Girls
3842,Fear of public speaking? - Just keep raising your hand :) It will get easier,Aleena Rais Shorts,1360000,673670,35707,47,Unknown,24,Public Speaking and Storytelling for Impact,Fear public speaking  raising hand  easier
3843,A story can change your life | Dhvanit Thaker | TEDxNHLMMC,TEDx Talks,39800000,2560489,59118,1100,en,860,Public Speaking and Storytelling for Impact,story change life  Dhvanit Thaker  TEDxNHLMMC
3844,THIS Eliminates Your FEAR of PUBLIC SPEAKING! #Shorts,Josh Otusanya,2410000,2956624,317143,1391,en,39,Public Speaking and Storytelling for Impact,Eliminates FEAR PUBLIC SPEAKING Shorts
3845,Public Speaking Skills vs  Conversation Skills Confidence Booster,Communication Coach Alexander Lyon,557000,44545,1998,113,en,453,Public Speaking and Storytelling for Impact,Public Speaking Skills vs Conversation Skills Confidence Booster
3846,The 7 secrets of the greatest speakers in history | Richard Greene | TEDxOrangeCoast,TEDx Talks,39800000,3356444,33033,925,Unknown,1105,Public Speaking and Storytelling for Impact,7 secrets greatest speakers history  Richard Greene  TEDxOrangeCoast
3847,How To Become A Master In The Art of Public Speaking (Part 2 of 2) | Eric Edmeades,Mindvalley Talks,1520000,743244,13977,444,en,4193,Public Speaking and Storytelling for Impact,Master Art Public Speaking Part 2 2  Eric Edmeades
3848,HOW TO Give a Great Presentation - 7 Presentation Skills and Tips to Leave an Impression,Practical Psychology,2240000,2561055,39579,753,en,424,Public Speaking and Storytelling for Impact,Great Presentation  7 Presentation Skills Tips Leave Impression
3849,How to Speak,MIT OpenCourseWare,4890000,17185578,392190,6957,en,3823,Public Speaking and Storytelling for Impact,Speak
3850,14 Effective Conflict Resolution Techniques,BRAINY DOSE,2300000,406389,7314,180,en,722,Effective Communication and Conflict Resolution,14 Effective Conflict Resolution Techniques
3851,How to Effectively Communicate During Conflict (Without Making it Worse!) - Terri Cole,Terri Cole,161000,39658,2164,211,en,1182,Effective Communication and Conflict Resolution,Effectively Communicate Conflict Without Making Worse  Terri Cole
3852,WHY USING I-STATEMENTS CREATES EFFECTIVE COMMUNICATION and Supports Effective Conflict Resolution!,Communication and Conflict,989,25536,162,12,en,756,Effective Communication and Conflict Resolution,ISTATEMENTS CREATES EFFECTIVE COMMUNICATION Supports Effective Conflict Resolution
3853,Resolving Conflict,KPR Schools,2040,377819,2192,60,Unknown,179,Effective Communication and Conflict Resolution,Resolving Conflict
3854,A Guide to  Effective Communication for Conflict Resolution. Mindful Communication Principles.,CAOS Conflict Management,29,942,3,0,Unknown,152,Effective Communication and Conflict Resolution,Guide Effective Communication Conflict Resolution Mindful Communication Principles
3855,Speaking with the Enemy: Communicating through Conflict | Ilya Welfeld | TEDxBergenCommunityCollege,TEDx Talks,39800000,14618,138,7,en,730,Effective Communication and Conflict Resolution,Speaking Enemy Communicating Conflict  Ilya Welfeld  TEDxBergenCommunityCollege
3856,Effective Communication and Conflict Resolution Part I,ASN Instructor,5120,1047,3,0,Unknown,819,Effective Communication and Conflict Resolution,Effective Communication Conflict Resolution
3857,Effective Communication,wayForward,1680,679289,3865,70,Unknown,98,Effective Communication and Conflict Resolution,Effective Communication
3859,Effective Communication and Conflict Resolution Part II,ASN Instructor,5120,860,4,0,Unknown,1312,Effective Communication and Conflict Resolution,Effective Communication Conflict Resolution II
3860,"Communication Skills: Empathetic Listening - Inside Out, 2015",Academy of Social Competency,4450,1200706,5269,138,en,105,Effective Communication and Conflict Resolution,Communication Skills Empathetic Listening  Inside Out 2015
3861,Resolving Conflict: Effective Communication for Conflict Resolution,marloufactoran,7,27,0,0,en,590,Effective Communication and Conflict Resolution,Resolving Conflict Effective Communication Conflict Resolution
3862,Module 3: Effective Communication And Conflict Management,BCM Physician Resources,24,982,1,0,en,706,Effective Communication and Conflict Resolution,Module 3 Effective Communication Conflict Management
3863,How miscommunication happens (and how to avoid it) - Katherine Hampsten,TED-Ed,19400000,2349731,26326,474,en,273,Effective Communication and Conflict Resolution,miscommunication happens and avoid it  Katherine Hampsten
3864,How to Practice Effective Communication and Conflict Resolution,Alan Sharland,14,3023,3,0,Unknown,234,Effective Communication and Conflict Resolution,Practice Effective Communication Conflict Resolution
3865,Effective Communication and Conflict Resolution,Alan Sharland,14,6537,5,0,Unknown,146,Effective Communication and Conflict Resolution,Effective Communication Conflict Resolution
3866,Stop Being Defensive + Learn to Listen | Effective Communication Tips - Terri Cole,Terri Cole,161000,181078,9380,534,en,1133,Effective Communication and Conflict Resolution,Stop Defensive  Learn Listen  Effective Communication Tips  Terri Cole
3867,"Social Skills: Accommodating Conflict Resolution Style - Anger Management, 2003",Academy of Social Competency,4450,27253,83,5,en,249,Effective Communication and Conflict Resolution,Social Skills Accommodating Conflict Resolution Style  Anger Management 2003
3868,Communication Skills and Conflict Resolution in Healthy Relationships,Counselor Carl,44100,22800,905,38,en,385,Effective Communication and Conflict Resolution,Communication Skills Conflict Resolution Healthy Relationships
3869,4 Simple Steps to Effective Communication & Conflict Resolution,Yo Elliott Clips,4330,878,85,3,Unknown,325,Effective Communication and Conflict Resolution,4 Simple Steps Effective Communication  Conflict Resolution
3870,5 Types of Conflict in the Workplace and How To Handle Them,Make A Dent Leadership,1290,190685,1472,39,Unknown,887,Effective Communication and Conflict Resolution,5 Types Conflict Workplace Handle
3871,Conflict Resolution through Communication ؔ Muhammad Tayyab,Muhammad Tayyab,25800,36,0,1,Unknown,1197,Effective Communication and Conflict Resolution,Conflict Resolution Communication  Muhammad Tayyab
3872,Leading Change - Communicating in a Conflict Situation,Skillsoft YouTube,26500,5068,9,0,en,141,Effective Communication and Conflict Resolution,Leading Change  Communicating Conflict Situation
3873,Conflict Management Techniques #2 - The Five Approaches for Effective Communication,Dynamis Training,452,1018,2,0,en,166,Effective Communication and Conflict Resolution,Conflict Management Techniques 2  Approaches Effective Communication
3874,Effective Communication and Extra Conflict Resolution Skills,Dr. Justin D'Arienzo,806,5199,7,0,Unknown,307,Effective Communication and Conflict Resolution,Effective Communication Extra Conflict Resolution Skills
3875,"Module 4, Segment 4: Effective Communication Skills for Engaging in Conflict",UCSF IPE Program,323,2941,5,0,Unknown,706,Effective Communication and Conflict Resolution,Module 4 Segment 4 Effective Communication Skills Engaging Conflict
3876,Communication Conflict Video,Supportive Therapy,24,3524,3,0,Unknown,79,Effective Communication and Conflict Resolution,Communication Conflict Video
3877,Conflict Management and Effective Communication,Vision Factory,30,2,1,0,Unknown,61,Effective Communication and Conflict Resolution,Conflict Management Effective Communication
3878,Communication and Conflict YouTube Channel,Communication and Conflict,989,1014,4,0,Unknown,74,Effective Communication and Conflict Resolution,Communication Conflict YouTube Channel
3879,"It's Not Manipulation, It's Strategic Communication | Keisha Brewer | TEDxGeorgetown",TEDx Talks,39800000,1164437,33368,682,en,657,Effective Communication and Conflict Resolution,Manipulation Strategic Communication  Keisha Brewer  TEDxGeorgetown
3880,Communication Skills & Conflict Management & Resolution |Part - 1|,M.Abdullah Education Official,1270,628,10,0,Unknown,1069,Effective Communication and Conflict Resolution,Communication Skills  Conflict Management  Resolution Part  1
3881,How Can Understanding Body Language Improve Workplace Conflict Resolution?,Ask-Answer w/ Riley,451,1,0,0,en,54,Effective Communication and Conflict Resolution,Understanding Body Language Improve Workplace Conflict Resolution
3882,Conflict Resolution: How to Settle Your Differences Fairly | BrainPOP,BrainPOP,184000,557054,3325,0,en,276,Effective Communication and Conflict Resolution,Conflict Resolution Settle Differences Fairly  BrainPOP
3883,Communication Exercises - Role Play Game *25,Team Building Games,49900,143476,791,10,en,310,Effective Communication and Conflict Resolution,Communication Exercises  Role Play Game 25
